Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Area
Sentosa Island,2022,1,1,10.4,6.0,7.6,8.2,25.8,29.5,23.9,3.7,19.4,South
Sentosa Island,2022,1,2,27.8,5.2,7.2,10.4,24.7,25.7,23.9,4.5,18.7,South
Sentosa Island,2022,1,3,5.6,5.6,5.6,5.6,26.3,30.0,24.0,5.1,25.6,South
Sentosa Island,2022,1,4,2.4,1.2,2.0,2.0,27.3,33.3,25.0,4.7,23.0,South
Sentosa Island,2022,1,5,29.0,25.0,28.8,29.0,28.1,33.5,24.9,5.7,34.3,South
Sentosa Island,2022,1,6,0.5,0.5,0.5,0.5,28.8,34.4,26.2,5.2,21.7,South
Sentosa Island,2022,1,7,23.2,15.8,20.4,22.4,28.0,33.8,25.1,4.0,23.7,South
Sentosa Island,2022,1,8,1.4,1.2,1.2,1.2,28.4,32.5,26.2,5.0,27.0,South
Sentosa Island,2022,1,9,0.0,0.0,0.0,0.0,29.2,33.8,26.7,5.3,25.6,South
Sentosa Island,2022,1,10,0.0,0.0,0.0,0.0,29.2,33.8,26.5,6.3,29.1,South
Sentosa Island,2022,1,11,0.0,0.0,0.0,0.0,28.8,32.6,25.7,4.6,24.4,South
Sentosa Island,2022,1,12,0.0,0.0,0.0,0.0,28.8,33.6,26.3,6.2,27.0,South
Sentosa Island,2022,1,13,0.0,0.0,0.0,0.0,28.9,34.5,25.8,6.7,33.2,South
Sentosa Island,2022,1,14,0.0,0.0,0.0,0.0,28.6,33.4,26.0,6.7,29.8,South
Sentosa Island,2022,1,15,0.2,0.2,0.2,0.2,28.8,34.1,26.4,5.3,28.5,South
Sentosa Island,2022,1,16,0.0,0.0,0.0,0.0,29.0,34.1,26.5,5.6,27.0,South
Sentosa Island,2022,1,17,7.2,4.4,4.4,7.2,27.9,31.7,25.6,5.6,29.8,South
Sentosa Island,2022,1,18,0.0,0.0,0.0,0.0,28.9,33.8,26.3,6.8,34.3,South
Sentosa Island,2022,1,19,4.8,2.6,2.6,4.8,27.9,32.2,26.3,5.6,31.7,South
Sentosa Island,2022,1,20,22.6,12.6,14.0,19.2,27.5,33.2,23.7,4.8,38.9,South
Sentosa Island,2022,1,21,0.0,0.0,0.0,0.0,28.6,34.2,25.6,5.4,24.1,South
Sentosa Island,2022,1,22,0.0,0.0,0.0,0.0,28.5,33.9,26.2,6.2,26.3,South
Sentosa Island,2022,1,23,0.0,0.0,0.0,0.0,28.2,31.4,25.9,6.5,29.4,South
Sentosa Island,2022,1,24,0.0,0.0,0.0,0.0,28.4,32.6,26.1,4.8,21.3,South
Sentosa Island,2022,1,25,0.0,0.0,0.0,0.0,29.3,34.3,26.2,5.2,24.4,South
Sentosa Island,2022,1,26,0.0,0.0,0.0,0.0,28.7,33.0,26.1,5.1,26.7,South
Sentosa Island,2022,1,27,0.0,0.0,0.0,0.0,28.6,32.6,26.1,4.8,27.8,South
Sentosa Island,2022,1,28,0.0,0.0,0.0,0.0,29.4,35.2,25.7,4.7,23.0,South
Sentosa Island,2022,1,29,0.0,0.0,0.0,0.0,28.4,33.4,25.6,6.4,28.9,South
Sentosa Island,2022,1,30,4.4,3.2,3.6,4.4,27.8,32.4,24.6,5.4,24.4,South
Sentosa Island,2022,1,31,0.0,0.0,0.0,0.0,28.6,32.5,26.3,6.2,27.0,South
Sentosa Island,2022,2,1,0.0,0.0,0.0,0.0,28.9,33.9,26.7,5.7,28.2,South
Sentosa Island,2022,2,2,0.0,0.0,0.0,0.0,28.5,31.9,26.2,5.7,25.9,South
Sentosa Island,2022,2,3,0.0,0.0,0.0,0.0,29.5,33.5,26.8,6.2,34.3,South
Sentosa Island,2022,2,4,0.0,0.0,0.0,0.0,29.5,33.7,27.4,7.1,29.4,South
Sentosa Island,2022,2,5,1.6,1.0,1.0,1.0,28.7,33.0,25.7,6.3,35.0,South
Sentosa Island,2022,2,6,27.4,9.0,9.8,11.6,26.3,30.1,23.9,4.6,25.9,South
Sentosa Island,2022,2,7,1.4,1.0,1.4,1.4,27.2,31.2,24.6,6.2,27.8,South
Sentosa Island,2022,2,8,1.2,0.8,1.0,1.0,27.2,31.5,25.1,5.0,28.5,South
Sentosa Island,2022,2,9,47.6,25.8,26.0,26.6,26.4,31.1,23.4,4.0,24.1,South
Sentosa Island,2022,2,10,15.8,3.0,5.4,7.2,25.2,26.8,24.4,4.3,22.4,South
Sentosa Island,2022,2,11,41.6,16.4,27.4,39.4,25.8,30.3,23.7,3.6,20.2,South
Sentosa Island,2022,2,12,33.4,17.2,17.6,33.4,27.5,34.1,24.5,4.5,28.2,South
Sentosa Island,2022,2,13,0.0,0.0,0.0,0.0,27.7,32.1,25.2,4.8,20.6,South
Sentosa Island,2022,2,14,0.0,0.0,0.0,0.0,28.4,32.7,25.9,6.0,24.4,South
Sentosa Island,2022,2,15,0.4,0.4,0.4,0.4,28.4,33.0,27.2,5.6,27.4,South
Sentosa Island,2022,2,16,3.2,2.6,3.0,3.2,27.0,29.1,23.6,4.6,41.5,South
Sentosa Island,2022,2,17,0.0,0.0,0.0,0.0,28.3,32.5,25.1,5.3,34.3,South
Sentosa Island,2022,2,18,0.0,0.0,0.0,0.0,29.1,33.1,27.3,7.6,31.7,South
Sentosa Island,2022,2,19,0.6,0.6,0.6,0.6,28.4,32.8,27.0,4.7,25.9,South
Sentosa Island,2022,2,20,3.6,1.6,1.6,3.2,27.6,31.9,24.6,5.2,28.2,South
Sentosa Island,2022,2,21,0.0,0.0,0.0,0.0,29.4,35.1,26.5,5.3,24.1,South
Sentosa Island,2022,2,22,0.0,0.0,0.0,0.0,29.1,33.9,26.2,5.0,30.9,South
Sentosa Island,2022,2,23,0.0,0.0,0.0,0.0,29.0,33.8,26.4,5.1,29.8,South
Sentosa Island,2022,2,24,31.8,9.6,15.6,20.0,25.9,29.0,23.8,6.4,29.4,South
Sentosa Island,2022,2,25,0.0,0.0,0.0,0.0,27.8,32.3,24.1,6.3,27.0,South
Sentosa Island,2022,2,26,0.0,0.0,0.0,0.0,27.5,29.5,26.3,4.2,19.1,South
Sentosa Island,2022,2,27,6.2,5.8,6.0,6.0,27.6,32.3,23.9,5.3,29.1,South
Sentosa Island,2022,2,28,0.0,0.0,0.0,0.0,28.7,33.5,26.3,5.8,28.5,South
Sentosa Island,2022,3,1,78.2,45.2,57.0,69.8,27.5,31.8,24.4,4.6,26.3,South
Sentosa Island,2022,3,2,1.6,1.0,1.0,1.0,27.8,33.8,25.5,4.2,21.3,South
Sentosa Island,2022,3,3,16.8,8.6,9.2,16.4,27.8,34.9,24.8,5.1,27.0,South
Sentosa Island,2022,3,4,0.0,0.0,0.0,0.0,29.0,33.5,26.4,5.7,24.4,South
Sentosa Island,2022,3,5,5.2,4.8,5.2,5.2,28.7,33.9,25.9,4.6,26.7,South
Sentosa Island,2022,3,6,0.0,0.0,0.0,0.2,27.7,32.8,25.8,3.8,15.6,South
Sentosa Island,2022,3,7,9.0,5.4,8.8,9.0,27.8,31.6,25.0,4.9,32.8,South
Sentosa Island,2022,3,8,28.8,25.2,28.6,28.8,27.9,30.9,23.8,5.7,28.9,South
Sentosa Island,2022,3,9,0.6,0.4,0.4,0.6,28.8,32.4,27.0,5.4,22.0,South
Sentosa Island,2022,3,10,50.4,21.6,26.2,49.8,27.8,32.5,22.3,5.9,54.4,South
Sentosa Island,2022,3,11,4.6,2.2,2.4,2.4,28.4,33.1,26.4,4.4,18.7,South
Sentosa Island,2022,3,12,0.0,0.0,0.0,0.0,28.7,34.3,26.3,5.2,24.1,South
Sentosa Island,2022,3,13,0.0,0.0,0.0,0.0,28.7,32.4,25.4,4.7,19.4,South
Sentosa Island,2022,3,14,0.0,0.0,0.0,0.0,29.2,32.5,27.4,6.0,21.3,South
Sentosa Island,2022,3,15,22.4,13.4,15.2,17.8,27.1,33.2,24.2,4.4,35.9,South
Sentosa Island,2022,3,16,24.6,19.4,24.4,24.6,28.3,32.6,24.9,4.9,28.9,South
Sentosa Island,2022,3,17,0.0,0.0,0.0,0.0,28.9,33.5,27.1,4.5,22.4,South
Sentosa Island,2022,3,18,0.0,0.0,0.0,0.0,28.6,32.9,26.6,5.3,25.6,South
Sentosa Island,2022,3,19,0.0,0.0,0.0,0.0,29.3,33.5,26.8,6.4,20.2,South
Sentosa Island,2022,3,20,0.0,0.0,0.0,0.0,28.6,31.2,25.0,6.3,30.2,South
Sentosa Island,2022,3,21,25.8,20.0,23.8,25.2,28.4,32.5,23.0,4.8,49.6,South
Sentosa Island,2022,3,22,0.0,0.0,0.0,0.0,29.4,33.7,27.9,6.7,23.7,South
Sentosa Island,2022,3,23,0.0,0.0,0.0,0.0,29.7,33.5,27.3,6.0,27.4,South
Sentosa Island,2022,3,24,0.0,0.0,0.0,0.0,29.4,33.8,27.5,6.1,25.6,South
Sentosa Island,2022,3,25,0.0,0.0,0.0,0.0,29.5,33.5,27.9,6.6,30.2,South
Sentosa Island,2022,3,26,0.0,0.0,0.0,0.0,29.9,33.5,27.4,4.8,19.8,South
Sentosa Island,2022,3,27,0.0,0.0,0.0,0.0,30.1,34.4,27.2,4.9,27.8,South
Sentosa Island,2022,3,28,2.2,1.8,1.8,1.8,28.9,33.2,26.9,3.8,19.1,South
Sentosa Island,2022,3,29,7.8,5.8,7.0,7.6,28.7,35.1,24.7,4.8,38.2,South
Sentosa Island,2022,3,30,0.0,0.0,0.0,0.0,29.5,33.2,26.7,5.2,19.1,South
Sentosa Island,2022,3,31,14.2,13.8,14.0,14.2,28.8,33.2,24.3,5.5,53.3,South
Sentosa Island,2022,4,1,0.0,0.0,0.0,0.0,29.7,33.8,26.5,5.2,25.6,South
Sentosa Island,2022,4,2,0.0,0.0,0.0,0.0,29.2,32.0,27.3,3.5,20.2,South
Sentosa Island,2022,4,3,13.0,12.2,12.6,13.0,28.2,31.2,24.1,3.3,32.8,South
Sentosa Island,2022,4,4,0.0,0.0,0.0,0.0,28.8,32.4,25.0,4.8,22.4,South
Sentosa Island,2022,4,5,14.8,14.4,14.8,14.8,29.0,33.3,25.3,3.9,40.7,South
Sentosa Island,2022,4,6,3.0,1.6,1.6,1.6,28.5,33.0,26.1,5.2,27.0,South
Sentosa Island,2022,4,7,20.8,10.0,11.0,18.6,26.7,28.3,24.2,4.7,27.4,South
Sentosa Island,2022,4,8,0.2,0.2,0.2,0.2,28.8,33.1,25.7,5.1,28.2,South
Sentosa Island,2022,4,9,3.6,1.6,2.8,3.4,27.3,30.3,23.8,4.2,34.6,South
Sentosa Island,2022,4,10,0.0,0.0,0.0,0.0,28.3,31.7,26.2,4.4,20.6,South
Sentosa Island,2022,4,11,3.0,1.8,2.6,3.0,27.8,32.5,25.3,3.4,22.6,South
Sentosa Island,2022,4,12,0.4,0.4,0.4,0.4,28.8,32.3,26.1,4.4,19.1,South
Sentosa Island,2022,4,13,0.2,0.2,0.2,0.2,28.4,30.6,27.0,4.6,25.9,South
Sentosa Island,2022,4,14,4.6,4.6,4.6,4.6,28.9,32.9,24.0,6.1,35.6,South
Sentosa Island,2022,4,15,36.4,22.4,26.6,32.6,28.4,30.9,23.9,4.9,47.2,South
Sentosa Island,2022,4,16,37.6,27.0,36.4,37.4,28.6,31.1,23.3,5.7,44.6,South
Sentosa Island,2022,4,17,46.0,33.6,41.8,45.2,29.1,33.8,25.8,5.1,21.7,South
Sentosa Island,2022,4,18,45.6,9.2,16.8,19.6,27.0,33.3,23.9,5.7,31.7,South
Sentosa Island,2022,4,19,2.2,0.8,1.2,1.8,27.9,31.9,26.0,3.6,23.7,South
Sentosa Island,2022,4,20,9.8,4.8,6.4,9.8,28.0,32.6,25.5,4.0,16.5,South
Sentosa Island,2022,4,21,40.4,16.4,25.8,35.2,26.8,29.7,24.3,3.2,26.7,South
Sentosa Island,2022,4,22,0.0,0.0,0.0,0.0,29.4,33.5,26.0,5.3,27.0,South
Sentosa Island,2022,4,23,37.4,29.2,37.2,37.4,28.5,33.7,23.1,4.2,51.9,South
Sentosa Island,2022,4,24,0.0,0.0,0.0,0.0,29.3,34.0,26.7,4.1,23.0,South
Sentosa Island,2022,4,25,0.0,0.0,0.0,0.0,29.4,35.5,27.7,5.2,29.8,South
Sentosa Island,2022,4,26,0.0,0.0,0.0,0.0,29.2,33.3,26.8,2.9,14.8,South
Sentosa Island,2022,4,27,11.2,10.4,11.0,11.0,28.6,32.6,26.1,3.7,17.2,South
Sentosa Island,2022,4,28,11.0,7.0,11.0,11.0,28.9,33.4,26.5,4.0,21.7,South
Sentosa Island,2022,4,29,0.0,0.0,0.0,0.0,29.6,32.7,27.2,5.3,24.1,South
Sentosa Island,2022,4,30,16.8,16.4,16.4,16.4,28.4,31.8,24.9,4.6,30.2,South
Sentosa Island,2022,5,1,8.8,8.0,8.8,8.8,29.1,32.5,25.2,4.9,23.3,South
Sentosa Island,2022,5,2,7.2,3.8,4.4,6.8,28.5,30.9,25.5,6.8,38.2,South
Sentosa Island,2022,5,3,4.8,1.8,2.8,4.0,28.5,31.5,25.3,6.5,39.6,South
Sentosa Island,2022,5,4,29.8,18.0,21.0,21.0,28.4,30.8,25.2,6.7,33.9,South
Sentosa Island,2022,5,5,0.0,0.0,0.0,0.0,29.3,31.7,28.1,5.8,20.6,South
Sentosa Island,2022,5,6,0.0,0.0,0.0,0.0,29.9,33.3,28.0,5.3,17.2,South
Sentosa Island,2022,5,7,37.0,23.2,26.0,26.0,27.8,32.4,24.0,5.5,51.9,South
Sentosa Island,2022,5,8,2.8,1.0,2.0,2.2,28.3,30.8,25.6,4.8,25.9,South
Sentosa Island,2022,5,9,0.0,0.0,0.0,0.0,30.2,33.8,28.4,6.8,32.0,South
Sentosa Island,2022,5,10,0.0,0.0,0.0,0.0,30.4,35.2,28.4,7.4,26.3,South
Sentosa Island,2022,5,11,13.6,7.6,11.2,12.8,28.2,31.7,24.8,4.7,33.2,South
Sentosa Island,2022,5,12,0.0,0.0,0.0,0.0,30.6,33.6,27.7,5.3,31.7,South
Sentosa Island,2022,5,13,0.0,0.0,0.0,0.0,30.1,33.5,27.7,4.6,18.7,South
Sentosa Island,2022,5,14,0.0,0.0,0.0,0.0,30.5,34.3,28.7,6.2,25.6,South
Sentosa Island,2022,5,15,0.0,0.0,0.0,0.0,29.8,34.6,28.0,5.9,29.4,South
Sentosa Island,2022,5,16,31.0,23.6,28.2,29.4,27.3,30.6,24.2,6.0,37.4,South
Sentosa Island,2022,5,17,0.0,0.0,0.0,0.0,29.1,32.3,26.1,5.0,16.9,South
Sentosa Island,2022,5,18,0.0,0.0,0.0,0.0,29.8,33.1,27.8,5.8,17.6,South
Sentosa Island,2022,5,19,0.8,0.8,0.8,0.8,28.5,31.1,26.7,4.5,32.4,South
Sentosa Island,2022,5,20,0.0,0.0,0.0,0.0,29.1,31.7,27.2,4.2,20.2,South
Sentosa Island,2022,5,21,0.0,0.0,0.0,0.0,29.3,32.2,27.2,5.2,19.8,South
Sentosa Island,2022,5,22,0.0,0.0,0.0,0.0,29.7,31.7,28.2,6.8,31.3,South
Sentosa Island,2022,5,23,0.0,0.0,0.0,0.0,30.0,33.5,27.8,6.1,21.3,South
Sentosa Island,2022,5,24,0.0,0.0,0.0,0.0,30.2,35.0,27.5,6.3,25.6,South
Sentosa Island,2022,5,25,19.4,11.0,11.4,11.4,28.1,32.1,25.5,6.4,37.4,South
Sentosa Island,2022,5,26,0.0,0.0,0.0,0.0,28.5,31.3,25.4,5.6,24.8,South
Sentosa Island,2022,5,27,0.0,0.0,0.0,0.0,30.1,33.1,28.3,6.1,27.4,South
Sentosa Island,2022,5,28,0.0,0.0,0.0,0.0,29.4,31.3,26.9,6.1,27.8,South
Sentosa Island,2022,5,29,0.0,0.0,0.0,0.0,30.3,32.7,28.6,6.6,28.5,South
Sentosa Island,2022,5,30,0.0,0.0,0.0,0.0,30.4,34.6,27.7,5.3,25.2,South
Sentosa Island,2022,5,31,0.0,0.0,0.0,0.0,30.0,32.4,28.0,6.4,27.0,South
Sentosa Island,2022,6,1,0.6,0.6,0.6,0.6,29.6,32.7,26.4,5.7,29.8,South
Sentosa Island,2022,6,2,0.0,0.0,0.0,0.0,27.9,30.4,25.4,5.6,28.9,South
Sentosa Island,2022,6,3,0.2,0.2,0.2,0.2,28.4,30.7,26.6,4.3,28.2,South
Sentosa Island,2022,6,4,5.0,2.4,3.0,3.4,28.3,31.8,24.5,4.7,23.7,South
Sentosa Island,2022,6,5,0.4,0.4,0.4,0.4,28.2,31.5,25.6,4.9,31.3,South
Sentosa Island,2022,6,6,0.6,0.6,0.6,0.6,28.4,31.8,24.2,5.2,29.4,South
Sentosa Island,2022,6,7,0.0,0.0,0.0,0.0,27.8,30.5,25.9,3.7,25.6,South
Sentosa Island,2022,6,8,121.2,56.2,75.2,84.8,28.5,33.0,23.1,5.1,35.9,South
Sentosa Island,2022,6,9,0.8,0.4,0.4,75.6,27.6,30.4,24.5,4.4,23.3,South
Sentosa Island,2022,6,10,0.2,0.2,0.2,0.2,29.0,31.8,27.3,5.7,20.6,South
Sentosa Island,2022,6,11,17.0,13.2,16.6,17.0,27.4,31.6,23.3,6.4,33.5,South
Sentosa Island,2022,6,12,1.0,0.8,0.8,1.0,27.7,30.1,26.2,5.4,25.9,South
Sentosa Island,2022,6,13,0.8,0.4,0.6,0.8,28.4,30.8,24.6,4.2,24.1,South
Sentosa Island,2022,6,14,0.0,0.0,0.0,0.0,28.3,30.8,25.8,5.9,35.6,South
Sentosa Island,2022,6,15,0.6,0.6,0.6,0.6,28.5,30.8,27.4,5.6,25.9,South
Sentosa Island,2022,6,16,1.0,0.4,0.4,0.8,27.1,29.4,25.6,4.8,27.4,South
Sentosa Island,2022,6,17,0.2,0.2,0.2,0.2,28.1,30.6,25.6,4.6,19.8,South
Sentosa Island,2022,6,18,0.4,0.4,0.4,0.4,28.2,30.9,25.9,4.2,22.4,South
Sentosa Island,2022,6,19,0.0,0.0,0.0,0.0,28.7,32.4,26.1,4.9,23.0,South
Sentosa Island,2022,6,20,52.2,36.6,42.2,42.8,26.4,28.8,23.0,6.0,40.7,South
Sentosa Island,2022,6,21,11.2,10.6,10.8,11.2,27.2,28.6,23.3,5.2,31.3,South
Sentosa Island,2022,6,22,0.0,0.0,0.0,0.0,28.1,31.1,26.4,6.8,29.8,South
Sentosa Island,2022,6,23,0.4,0.4,0.4,0.4,27.5,30.1,25.8,6.4,34.6,South
Sentosa Island,2022,6,24,3.2,1.2,1.2,2.4,27.5,30.3,24.9,6.0,26.7,South
Sentosa Island,2022,6,25,74.0,32.0,47.4,51.6,26.3,28.0,23.1,4.7,31.3,South
Sentosa Island,2022,6,26,0.0,0.0,0.0,0.0,28.4,32.8,26.6,5.3,22.6,South
Sentosa Island,2022,6,27,0.0,0.0,0.0,0.0,28.8,31.9,27.2,5.1,21.7,South
Sentosa Island,2022,6,28,0.2,0.2,0.2,0.2,27.8,32.0,25.5,4.6,25.6,South
Sentosa Island,2022,6,29,0.0,0.0,0.0,0.0,28.4,31.0,26.6,6.6,27.0,South
Sentosa Island,2022,6,30,17.0,13.2,16.2,16.6,27.1,28.7,23.3,6.7,38.5,South
Sentosa Island,2022,7,1,0.0,0.0,0.0,0.0,29.0,32.0,27.2,7.0,27.4,South
Sentosa Island,2022,7,2,4.8,4.8,4.8,4.8,28.8,31.8,24.6,5.1,28.9,South
Sentosa Island,2022,7,3,0.0,0.0,0.0,0.0,29.0,31.9,27.1,4.9,22.0,South
Sentosa Island,2022,7,4,0.0,0.0,0.0,0.0,29.2,32.5,27.1,5.2,16.9,South
Sentosa Island,2022,7,5,1.8,1.6,1.6,1.6,27.7,30.9,25.7,6.2,34.3,South
Sentosa Island,2022,7,6,0.0,0.0,0.0,0.0,28.5,30.5,26.6,4.4,19.4,South
Sentosa Island,2022,7,7,0.0,0.0,0.0,0.0,29.2,31.5,27.5,6.6,22.6,South
Sentosa Island,2022,7,8,16.8,12.2,16.2,16.8,28.1,30.9,24.3,6.3,33.9,South
Sentosa Island,2022,7,9,0.0,0.0,0.0,0.0,29.4,32.4,27.6,5.4,21.7,South
Sentosa Island,2022,7,10,0.0,0.0,0.0,0.0,27.8,29.0,24.6,6.2,40.7,South
Sentosa Island,2022,7,11,0.0,0.0,0.0,0.0,28.5,31.7,26.6,5.1,22.0,South
Sentosa Island,2022,7,12,0.0,0.0,0.0,0.0,28.4,30.5,26.9,5.7,29.4,South
Sentosa Island,2022,7,13,0.0,0.0,0.0,0.0,28.7,30.2,27.5,5.7,19.4,South
Sentosa Island,2022,7,14,0.4,0.2,0.2,0.4,28.9,31.4,27.6,4.8,20.2,South
Sentosa Island,2022,7,15,0.0,0.0,0.0,0.0,28.9,31.0,27.5,7.1,26.7,South
Sentosa Island,2022,7,16,0.0,0.0,0.0,0.0,29.3,32.1,27.7,7.0,27.8,South
Sentosa Island,2022,7,17,0.0,0.0,0.0,0.0,30.0,34.7,28.2,6.5,24.8,South
Sentosa Island,2022,7,18,0.0,0.0,0.0,0.0,29.7,33.7,27.8,6.9,21.3,South
Sentosa Island,2022,7,19,0.0,0.0,0.0,0.0,30.0,33.8,27.8,7.7,22.0,South
Sentosa Island,2022,7,20,19.4,9.0,13.0,13.8,27.2,29.0,22.7,6.0,63.3,South
Sentosa Island,2022,7,21,6.0,6.0,6.0,6.0,28.7,32.5,26.7,5.6,23.3,South
Sentosa Island,2022,7,22,0.4,0.2,0.4,0.4,28.2,31.2,26.6,4.6,21.3,South
Sentosa Island,2022,7,23,1.4,1.0,1.0,1.4,27.9,31.1,26.0,3.3,17.6,South
Sentosa Island,2022,7,24,3.6,3.2,3.2,3.2,27.3,30.3,25.7,3.0,21.3,South
Sentosa Island,2022,7,25,2.6,2.0,2.6,2.6,27.6,30.6,25.6,4.1,40.0,South
Sentosa Island,2022,7,26,9.6,2.4,3.2,5.0,26.8,30.5,24.5,5.7,32.0,South
Sentosa Island,2022,7,27,0.0,0.0,0.0,0.0,29.2,32.9,26.8,6.8,29.4,South
Sentosa Island,2022,7,28,0.0,0.0,0.0,0.0,29.5,33.2,27.7,6.9,23.3,South
Sentosa Island,2022,7,29,17.0,7.0,9.8,10.0,27.6,31.8,24.1,5.8,48.2,South
Sentosa Island,2022,7,30,0.0,0.0,0.0,0.2,28.4,31.4,25.8,7.5,27.0,South
Sentosa Island,2022,7,31,0.0,0.0,0.0,0.0,29.2,32.7,27.3,6.1,23.0,South
Sentosa Island,2022,8,1,6.0,4.2,5.0,5.2,28.2,31.4,24.7,5.3,25.2,South
Sentosa Island,2022,8,2,15.0,7.6,8.8,9.0,26.8,30.9,23.6,5.3,42.0,South
Sentosa Island,2022,8,3,0.0,0.0,0.0,0.0,27.2,29.2,25.2,5.6,29.8,South
Sentosa Island,2022,8,4,0.6,0.4,0.6,0.6,26.9,29.0,25.4,5.1,25.2,South
Sentosa Island,2022,8,5,0.0,0.0,0.0,0.0,27.8,29.4,26.3,4.9,24.1,South
Sentosa Island,2022,8,6,0.0,0.0,0.0,0.0,28.8,32.2,25.9,5.2,22.4,South
Sentosa Island,2022,8,7,0.0,0.0,0.0,0.0,28.3,30.8,25.8,6.0,32.4,South
Sentosa Island,2022,8,8,0.0,0.0,0.0,0.0,29.4,32.6,27.5,7.4,27.0,South
Sentosa Island,2022,8,9,0.0,0.0,0.0,0.0,29.3,33.1,27.1,6.1,22.4,South
Sentosa Island,2022,8,10,0.0,0.0,0.0,0.0,29.4,32.9,27.4,7.1,26.3,South
Sentosa Island,2022,8,11,0.0,0.0,0.0,0.0,29.7,33.1,27.7,6.7,22.0,South
Sentosa Island,2022,8,12,0.0,0.0,0.0,0.0,29.2,32.8,27.7,6.2,32.8,South
Sentosa Island,2022,8,13,24.2,14.0,21.8,24.0,27.7,32.4,23.4,5.3,34.3,South
Sentosa Island,2022,8,14,0.0,0.0,0.0,0.0,28.6,32.7,26.2,4.0,38.5,South
Sentosa Island,2022,8,15,10.0,10.0,10.0,10.0,28.4,31.0,25.8,5.1,24.4,South
Sentosa Island,2022,8,16,0.4,0.4,0.4,0.4,27.6,30.5,24.3,5.0,28.9,South
Sentosa Island,2022,8,17,0.0,0.0,0.0,0.0,29.2,32.9,27.0,6.1,35.9,South
Sentosa Island,2022,8,18,2.8,2.8,2.8,2.8,28.2,31.6,24.3,5.5,35.6,South
Sentosa Island,2022,8,19,1.4,1.4,1.4,1.4,28.4,30.5,26.8,5.1,21.3,South
Sentosa Island,2022,8,20,16.8,14.8,15.0,15.0,27.8,31.4,24.5,4.7,24.8,South
Sentosa Island,2022,8,21,0.8,0.6,0.6,0.8,26.7,28.6,24.3,7.2,29.1,South
Sentosa Island,2022,8,22,0.0,0.0,0.0,0.0,28.5,31.8,26.3,7.2,30.6,South
Sentosa Island,2022,8,23,9.0,4.6,6.0,8.6,27.0,30.1,25.1,4.5,32.8,South
Sentosa Island,2022,8,24,39.6,33.2,34.6,39.4,27.4,30.7,24.0,5.5,45.4,South
Sentosa Island,2022,8,25,0.2,0.2,0.2,0.2,27.6,30.1,26.4,6.3,37.8,South
Sentosa Island,2022,8,26,19.8,16.6,17.6,17.6,26.3,27.9,23.1,4.5,33.9,South
Sentosa Island,2022,8,27,9.6,1.6,2.8,3.6,26.7,30.9,24.3,4.4,22.4,South
Sentosa Island,2022,8,28,7.2,6.0,7.2,7.2,26.8,29.8,23.4,4.6,35.0,South
Sentosa Island,2022,8,29,11.8,9.6,10.4,11.4,26.8,30.1,24.2,4.6,23.3,South
Sentosa Island,2022,8,30,0.2,0.2,0.2,0.2,27.3,28.9,26.2,6.5,27.0,South
Sentosa Island,2022,8,31,0.0,0.0,0.0,0.0,28.3,31.3,26.0,5.4,19.4,South
Sentosa Island,2022,9,1,0.0,0.0,0.0,0.0,28.5,32.3,27.3,5.6,30.6,South
Sentosa Island,2022,9,2,2.6,1.6,2.2,2.2,27.3,29.8,25.7,5.4,27.0,South
Sentosa Island,2022,9,3,0.0,0.0,0.0,0.0,28.2,30.4,27.0,8.8,32.0,South
Sentosa Island,2022,9,4,1.8,0.8,1.0,1.4,27.9,30.0,26.7,3.6,21.7,South
Sentosa Island,2022,9,5,1.2,0.8,1.0,1.2,28.0,31.8,26.3,5.3,42.0,South
Sentosa Island,2022,9,6,0.0,0.0,0.0,0.0,28.4,31.3,26.3,5.0,24.8,South
Sentosa Island,2022,9,7,3.4,1.4,2.0,2.2,27.1,29.8,25.4,4.8,29.8,South
Sentosa Island,2022,9,8,0.0,0.0,0.0,0.0,28.3,31.5,26.7,4.7,20.2,South
Sentosa Island,2022,9,9,2.0,0.6,0.8,1.0,26.7,29.1,25.0,4.4,24.4,South
Sentosa Island,2022,9,10,0.0,0.0,0.0,0.0,28.0,31.6,25.9,6.1,22.4,South
Sentosa Island,2022,9,11,0.0,0.0,0.0,0.0,27.9,30.4,26.6,6.0,37.0,South
Sentosa Island,2022,9,12,0.0,0.0,0.0,0.0,28.1,30.9,25.4,5.8,26.7,South
Sentosa Island,2022,9,13,0.0,0.0,0.0,0.0,27.4,30.3,23.9,5.7,27.4,South
Sentosa Island,2022,9,14,0.0,0.0,0.0,0.0,26.8,28.7,25.3,7.7,35.2,South
Sentosa Island,2022,9,15,0.0,0.0,0.0,0.0,28.0,30.2,25.9,5.7,21.7,South
Sentosa Island,2022,9,16,0.0,0.0,0.0,0.0,28.7,31.9,26.3,4.5,20.2,South
Sentosa Island,2022,9,17,5.4,2.6,4.8,5.4,27.9,29.7,25.7,4.5,34.3,South
Sentosa Island,2022,9,18,60.8,19.4,32.0,42.0,25.9,27.8,22.9,5.0,31.7,South
